source_id,source_type,source_date,source_tablet,source_title,source_filename,source_archive_filename,source_archive_path,target_id,target_type,target_date,target_tablet,target_title,target_filename,target_archive_filename,target_archive_path,target_path,status
MED-0264,meditation,2026-06-23,V,"06-23 Personal Meditation_ Spiritual Reentry, Lamplight Obedience, and Yielded Competence","06-23 Personal Meditation_ Spiritual Reentry, Lamplight Obedience, and Yielded Competence-Public Spoken Word — PLAUD Note Prompt.md","06-23 Personal Meditation_ Spiritual Reentry, Lamplight Obedience, and Yielded Competence.md","PLAUD-Meditations-Corpus/PLAUD Meditations/June/06-23 Personal Meditation_ Spiritual Reentry, Lamplight Obedience, and Yielded Competence.md",MED-0046,meditation,2026-03-28,I,03-28 Sermon Reflection_ The Furnace of Secret Prayer and Spiritual Power,03-28 Sermon Reflection_ The Furnace of Secret Prayer and Spiritual Power-Summary.md,03-28 Sermon Reflection_ The Furnace of Secret Prayer and Spiritual Power-Summary.md,PLAUD-Meditations-Corpus/PLAUD Meditations/March/03-28 Sermon Reflection_ The Furnace of Secret Prayer and Spiritual Power-Summary.md,Personal Space/memo/PLAUD Meditations/March/03-28 Sermon Reflection_ The Furnace of Secret Prayer and Spiritual Power-Summary.md,ok
MED-0264,meditation,2026-06-23,V,"06-23 Personal Meditation_ Spiritual Reentry, Lamplight Obedience, and Yielded Competence","06-23 Personal Meditation_ Spiritual Reentry, Lamplight Obedience, and Yielded Competence-Public Spoken Word — PLAUD Note Prompt.md","06-23 Personal Meditation_ Spiritual Reentry, Lamplight Obedience, and Yielded Competence.md","PLAUD-Meditations-Corpus/PLAUD Meditations/June/06-23 Personal Meditation_ Spiritual Reentry, Lamplight Obedience, and Yielded Competence.md",MED-0263,meditation,2026-06-23,V,"06-23 Personal Meditation_ Spiritual Re-entry, Faith, and Kingdom Deployment in AI & Technical Domains","06-23 Personal Meditation_ Spiritual Re-entry, Faith, and Kingdom Deployment in AI & Technical Domains-Public Spoken Word — PLAUD Note Prompt.md","06-23 Personal Meditation_ Spiritual Re-entry, Faith, and Kingdom Deployment in AI & Technical Domains.md","PLAUD-Meditations-Corpus/PLAUD Meditations/June/06-23 Personal Meditation_ Spiritual Re-entry, Faith, and Kingdom Deployment in AI & Technical Domains.md","Personal Space/memo/PLAUD Meditations/June/06-23 Personal Meditation_ Spiritual Re-entry, Faith, and Kingdom Deployment in AI & Technical Domains-Public Spoken Word — PLAUD Note Prompt.md",ok
MED-0264,meditation,2026-06-23,V,"06-23 Personal Meditation_ Spiritual Reentry, Lamplight Obedience, and Yielded Competence","06-23 Personal Meditation_ Spiritual Reentry, Lamplight Obedience, and Yielded Competence-Public Spoken Word — PLAUD Note Prompt.md","06-23 Personal Meditation_ Spiritual Reentry, Lamplight Obedience, and Yielded Competence.md","PLAUD-Meditations-Corpus/PLAUD Meditations/June/06-23 Personal Meditation_ Spiritual Reentry, Lamplight Obedience, and Yielded Competence.md",MED-0421,meditation,2026-08-19,VII,08-19 at 09_18 — Let Your Yes Be Yes_ Integrity Under Pressure,08-19 at 09_18 — Let Your Yes Be Yes_ Integrity Under Pressure-Meditation.md,08-19 at 09_18 — Let Your Yes Be Yes_ Integrity Under Pressure-Meditation.md,,Personal Space/memo/PLAUD Meditations/August/08-19 at 09_18 — Let Your Yes Be Yes_ Integrity Under Pressure-Meditation.md,ok
MED-0264,meditation,2026-06-23,V,"06-23 Personal Meditation_ Spiritual Reentry, Lamplight Obedience, and Yielded Competence","06-23 Personal Meditation_ Spiritual Reentry, Lamplight Obedience, and Yielded Competence-Public Spoken Word — PLAUD Note Prompt.md","06-23 Personal Meditation_ Spiritual Reentry, Lamplight Obedience, and Yielded Competence.md","PLAUD-Meditations-Corpus/PLAUD Meditations/June/06-23 Personal Meditation_ Spiritual Reentry, Lamplight Obedience, and Yielded Competence.md",MED-0361,meditation,2026-07-15,V,07-15 at 12_09 — Tested Immediately After the Learning,07-15 at 12_09 — Tested Immediately After the Learning-Public Spoken Word — PLAUD Note Prompt.md,07-15 at 12_09 — Tested Immediately After the Learning.md,,Personal Space/memo/PLAUD Meditations/July/07-15 at 12_09 — Tested Immediately After the Learning-Public Spoken Word — PLAUD Note Prompt.md,ok
MED-0265,meditation,2026-06-23,V,"06-23 at 07_34 — Walking Uphill Together_ Koinonia, the Lamb's Price, and the Kingdom Business of Heirs","06-23 at 07_34 — Walking Uphill Together_ Koinonia, the Lamb's Price, and the Kingdom Business of Heirs-Public Spoken Word — PLAUD Note Prompt.md","06-23 at 07_34 — Walking Uphill Together_ Koinonia, the Lamb's Price, and the Kingdom Business of Heirs.md","PLAUD-Meditations-Corpus/PLAUD Meditations/June/06-23 at 07_34 — Walking Uphill Together_ Koinonia, the Lamb's Price, and the Kingdom Business of Heirs.md",MED-0042,meditation,2026-03-27,I,03-27 Spiritual Reflection_ Recognizing God's Work in Unlikely Transformation,03-27 Spiritual Reflection_ Recognizing God's Work in Unlikely Transformation-Summary.md,03-27 Spiritual Reflection_ Recognizing God's Work in Unlikely Transformation-Summary.md,PLAUD-Meditations-Corpus/PLAUD Meditations/March/03-27 Spiritual Reflection_ Recognizing God's Work in Unlikely Transformation-Summary.md,Personal Space/memo/PLAUD Meditations/March/03-27 Spiritual Reflection_ Recognizing God's Work in Unlikely Transformation-Summary.md,ok
MED-0265,meditation,2026-06-23,V,"06-23 at 07_34 — Walking Uphill Together_ Koinonia, the Lamb's Price, and the Kingdom Business of Heirs","06-23 at 07_34 — Walking Uphill Together_ Koinonia, the Lamb's Price, and the Kingdom Business of Heirs-Public Spoken Word — PLAUD Note Prompt.md","06-23 at 07_34 — Walking Uphill Together_ Koinonia, the Lamb's Price, and the Kingdom Business of Heirs.md","PLAUD-Meditations-Corpus/PLAUD Meditations/June/06-23 at 07_34 — Walking Uphill Together_ Koinonia, the Lamb's Price, and the Kingdom Business of Heirs.md",MED-0434,meditation,2026-08-26,VII,08-26 at 05_31 — Koinonia Takes Precedence,08-26 at 05_31 — Koinonia Takes Precedence-Meditation.md,08-26 at 05_31 — Koinonia Takes Precedence-Meditation.md,,Personal Space/memo/PLAUD Meditations/August/08-26 at 05_31 — Koinonia Takes Precedence-Meditation.md,ok
MED-0265,meditation,2026-06-23,V,"06-23 at 07_34 — Walking Uphill Together_ Koinonia, the Lamb's Price, and the Kingdom Business of Heirs","06-23 at 07_34 — Walking Uphill Together_ Koinonia, the Lamb's Price, and the Kingdom Business of Heirs-Public Spoken Word — PLAUD Note Prompt.md","06-23 at 07_34 — Walking Uphill Together_ Koinonia, the Lamb's Price, and the Kingdom Business of Heirs.md","PLAUD-Meditations-Corpus/PLAUD Meditations/June/06-23 at 07_34 — Walking Uphill Together_ Koinonia, the Lamb's Price, and the Kingdom Business of Heirs.md",MED-0447,meditation,2026-08-30,VIII,08-30 Theological Meditation_ The Mirror-Gospel and Christ the Teacher Within,08-30 Theological Meditation_ The Mirror-Gospel and Christ the Teacher Within-Meditation.md,08-30 Theological Meditation_ The Mirror-Gospel and Christ the Teacher Within-Meditation.md,,Personal Space/memo/PLAUD Meditations/August/08-30 Theological Meditation_ The Mirror-Gospel and Christ the Teacher Within-Meditation.md,ok
MED-0265,meditation,2026-06-23,V,"06-23 at 07_34 — Walking Uphill Together_ Koinonia, the Lamb's Price, and the Kingdom Business of Heirs","06-23 at 07_34 — Walking Uphill Together_ Koinonia, the Lamb's Price, and the Kingdom Business of Heirs-Public Spoken Word — PLAUD Note Prompt.md","06-23 at 07_34 — Walking Uphill Together_ Koinonia, the Lamb's Price, and the Kingdom Business of Heirs.md","PLAUD-Meditations-Corpus/PLAUD Meditations/June/06-23 at 07_34 — Walking Uphill Together_ Koinonia, the Lamb's Price, and the Kingdom Business of Heirs.md",MED-0266,meditation,2026-06-23,V,06-23 at 11_52 — When Provision Meets Preaching and the Lord Outpaces the Worry,06-23 at 11_52 — When Provision Meets Preaching and the Lord Outpaces the Worry-Public Spoken Word — PLAUD Note Prompt.md,06-23 at 11_52 — When Provision Meets Preaching and the Lord Outpaces the Worry.md,,Personal Space/memo/PLAUD Meditations/June/06-23 at 11_52 — When Provision Meets Preaching and the Lord Outpaces the Worry-Public Spoken Word — PLAUD Note Prompt.md,ok
MED-0266,meditation,2026-06-23,V,06-23 at 11_52 — When Provision Meets Preaching and the Lord Outpaces the Worry,06-23 at 11_52 — When Provision Meets Preaching and the Lord Outpaces the Worry-Public Spoken Word — PLAUD Note Prompt.md,06-23 at 11_52 — When Provision Meets Preaching and the Lord Outpaces the Worry.md,PLAUD-Meditations-Corpus/PLAUD Meditations/June/06-23 at 11_52 — When Provision Meets Preaching and the Lord Outpaces the Worry.md,MED-0011,meditation,2026-02-28,I,02-28 Personal Meditation_ Resting in the Finished Work of Christ and Covenant Identity,02-28 Personal Meditation_ Resting in the Finished Work of Christ and Covenant Identity.md,02-28 Personal Meditation_ Resting in the Finished Work of Christ and Covenant Identity.md,PLAUD-Meditations-Corpus/PLAUD Meditations/Feb/02-28 Personal Meditation_ Resting in the Finished Work of Christ and Covenant Identity.md,Personal Space/memo/PLAUD Meditations/Feb/02-28 Personal Meditation_ Resting in the Finished Work of Christ and Covenant Identity.md,ok
MED-0266,meditation,2026-06-23,V,06-23 at 11_52 — When Provision Meets Preaching and the Lord Outpaces the Worry,06-23 at 11_52 — When Provision Meets Preaching and the Lord Outpaces the Worry-Public Spoken Word — PLAUD Note Prompt.md,06-23 at 11_52 — When Provision Meets Preaching and the Lord Outpaces the Worry.md,PLAUD-Meditations-Corpus/PLAUD Meditations/June/06-23 at 11_52 — When Provision Meets Preaching and the Lord Outpaces the Worry.md,MED-0282,meditation,2026-06-26,V,06-26 at 10_17 — When Business Becomes Brotherhood_ Blessing From the Overflow of an Empty Cup,06-26 at 10_17 — When Business Becomes Brotherhood_ Blessing From the Overflow of an Empty Cup-Public Spoken Word — PLAUD Note Prompt.md,06-26 at 10_17 — When Business Becomes Brotherhood_ Blessing From the Overflow of an Empty Cup.md,,Personal Space/memo/PLAUD Meditations/June/06-26 at 10_17 — When Business Becomes Brotherhood_ Blessing From the Overflow of an Empty Cup-Public Spoken Word — PLAUD Note Prompt.md,ok
MED-0266,meditation,2026-06-23,V,06-23 at 11_52 — When Provision Meets Preaching and the Lord Outpaces the Worry,06-23 at 11_52 — When Provision Meets Preaching and the Lord Outpaces the Worry-Public Spoken Word — PLAUD Note Prompt.md,06-23 at 11_52 — When Provision Meets Preaching and the Lord Outpaces the Worry.md,PLAUD-Meditations-Corpus/PLAUD Meditations/June/06-23 at 11_52 — When Provision Meets Preaching and the Lord Outpaces the Worry.md,MED-0437,meditation,2026-08-28,VII,08-28 at 07_44 — The Provision I Almost Died Owning,08-28 at 07_44 — The Provision I Almost Died Owning-Meditation.md,08-28 at 07_44 — The Provision I Almost Died Owning-Meditation.md,,Personal Space/memo/PLAUD Meditations/August/08-28 at 07_44 — The Provision I Almost Died Owning-Meditation.md,ok
MED-0266,meditation,2026-06-23,V,06-23 at 11_52 — When Provision Meets Preaching and the Lord Outpaces the Worry,06-23 at 11_52 — When Provision Meets Preaching and the Lord Outpaces the Worry-Public Spoken Word — PLAUD Note Prompt.md,06-23 at 11_52 — When Provision Meets Preaching and the Lord Outpaces the Worry.md,PLAUD-Meditations-Corpus/PLAUD Meditations/June/06-23 at 11_52 — When Provision Meets Preaching and the Lord Outpaces the Worry.md,MED-0265,meditation,2026-06-23,V,"06-23 at 07_34 — Walking Uphill Together_ Koinonia, the Lamb's Price, and the Kingdom Business of Heirs","06-23 at 07_34 — Walking Uphill Together_ Koinonia, the Lamb's Price, and the Kingdom Business of Heirs-Public Spoken Word — PLAUD Note Prompt.md","06-23 at 07_34 — Walking Uphill Together_ Koinonia, the Lamb's Price, and the Kingdom Business of Heirs.md","PLAUD-Meditations-Corpus/PLAUD Meditations/June/06-23 at 07_34 — Walking Uphill Together_ Koinonia, the Lamb's Price, and the Kingdom Business of Heirs.md","Personal Space/memo/PLAUD Meditations/June/06-23 at 07_34 — Walking Uphill Together_ Koinonia, the Lamb's Price, and the Kingdom Business of Heirs-Public Spoken Word — PLAUD Note Prompt.md",ok
MED-0266,meditation,2026-06-23,V,06-23 at 11_52 — When Provision Meets Preaching and the Lord Outpaces the Worry,06-23 at 11_52 — When Provision Meets Preaching and the Lord Outpaces the Worry-Public Spoken Word — PLAUD Note Prompt.md,06-23 at 11_52 — When Provision Meets Preaching and the Lord Outpaces the Worry.md,PLAUD-Meditations-Corpus/PLAUD Meditations/June/06-23 at 11_52 — When Provision Meets Preaching and the Lord Outpaces the Worry.md,MED-0308,meditation,2026-07-02,V,07-02 at 14_40 — The Steward's Table_ Building With Borrowed Hands and Borrowed Time,07-02 at 14_40 — The Steward's Table_ Building With Borrowed Hands and Borrowed Time-Public Spoken Word — PLAUD Note Prompt.md,07-02 at 14_40 — The Steward's Table_ Building With Borrowed Hands and Borrowed Time.md,,Personal Space/memo/PLAUD Meditations/July/07-02 at 14_40 — The Steward's Table_ Building With Borrowed Hands and Borrowed Time-Public Spoken Word — PLAUD Note Prompt.md,ok
MED-0267,meditation,2026-06-23,V,06-23 at 12_22 — When the Voice Remembers What the Spirit Began,06-23 at 12_22 — When the Voice Remembers What the Spirit Began-Public Spoken Word — PLAUD Note Prompt.md,06-23 at 12_22 — When the Voice Remembers What the Spirit Began.md,PLAUD-Meditations-Corpus/PLAUD Meditations/June/06-23 at 12_22 — When the Voice Remembers What the Spirit Began.md,MED-0246,meditation,2026-06-20,V,"06-20 Personal Meditation_ AI Memory, Covenant Knowing, and Being Called by Name","06-20 Personal Meditation_ AI Memory, Covenant Knowing, and Being Called by Name-Public Spoken Word — PLAUD Note Prompt.md","06-20 Personal Meditation_ AI Memory, Covenant Knowing, and Being Called by Name.md","PLAUD-Meditations-Corpus/PLAUD Meditations/June/06-20 Personal Meditation_ AI Memory, Covenant Knowing, and Being Called by Name.md","Personal Space/memo/PLAUD Meditations/June/06-20 Personal Meditation_ AI Memory, Covenant Knowing, and Being Called by Name-Public Spoken Word — PLAUD Note Prompt.md",ok
MED-0267,meditation,2026-06-23,V,06-23 at 12_22 — When the Voice Remembers What the Spirit Began,06-23 at 12_22 — When the Voice Remembers What the Spirit Began-Public Spoken Word — PLAUD Note Prompt.md,06-23 at 12_22 — When the Voice Remembers What the Spirit Began.md,PLAUD-Meditations-Corpus/PLAUD Meditations/June/06-23 at 12_22 — When the Voice Remembers What the Spirit Began.md,MED-0256,meditation,2026-06-22,V,"06-22 Theological Reflection_ AI Memory, Divine Remembrance, and the God Who Calls by Name","06-22 Theological Reflection_ AI Memory, Divine Remembrance, and the God Who Calls by Name-Public Spoken Word — PLAUD Note Prompt.md","06-22 Theological Reflection_ AI Memory, Divine Remembrance, and the God Who Calls by Name.md","PLAUD-Meditations-Corpus/PLAUD Meditations/June/06-22 Theological Reflection_ AI Memory, Divine Remembrance, and the God Who Calls by Name.md","Personal Space/memo/PLAUD Meditations/June/06-22 Theological Reflection_ AI Memory, Divine Remembrance, and the God Who Calls by Name-Public Spoken Word — PLAUD Note Prompt.md",ok
MED-0267,meditation,2026-06-23,V,06-23 at 12_22 — When the Voice Remembers What the Spirit Began,06-23 at 12_22 — When the Voice Remembers What the Spirit Began-Public Spoken Word — PLAUD Note Prompt.md,06-23 at 12_22 — When the Voice Remembers What the Spirit Began.md,PLAUD-Meditations-Corpus/PLAUD Meditations/June/06-23 at 12_22 — When the Voice Remembers What the Spirit Began.md,MED-0417,meditation,2026-08-17,VI/VII,"08-17 at 19_05 — The Name the Darkness Could Not Speak, and the Servant Who Learned to Wait","08-17 at 19_05 — The Name the Darkness Could Not Speak, and the Servant Who Learned to Wait-Meditation.md","08-17 at 19_05 — The Name the Darkness Could Not Speak, and the Servant Who Learned to Wait-Meditation.md",,"Personal Space/memo/PLAUD Meditations/August/08-17 at 19_05 — The Name the Darkness Could Not Speak, and the Servant Who Learned to Wait-Meditation.md",ok
MED-0268,meditation,2026-06-23,V,"06-23 at 15_51 — The Cross as Center_ Paideia, Lament, and the Graduation of Miracles","06-23 at 15_51 — The Cross as Center_ Paideia, Lament, and the Graduation of Miracles-Public Spoken Word — PLAUD Note Prompt.md","06-23 at 15_51 — The Cross as Center_ Paideia, Lament, and the Graduation of Miracles.md","PLAUD-Meditations-Corpus/PLAUD Meditations/June/06-23 at 15_51 — The Cross as Center_ Paideia, Lament, and the Graduation of Miracles.md",EXT-CORPUS-MAP,external,,,PLAUD Meditations Corpus Map,PLAUD Meditations Corpus Map — How the Meditations Read Each Other.md,PLAUD Meditations Corpus Map — How the Meditations Read Each Other.md,,Personal Space/memo/PLAUD Meditations Corpus Map — How the Meditations Read Each Other.md,external
MED-0268,meditation,2026-06-23,V,"06-23 at 15_51 — The Cross as Center_ Paideia, Lament, and the Graduation of Miracles","06-23 at 15_51 — The Cross as Center_ Paideia, Lament, and the Graduation of Miracles-Public Spoken Word — PLAUD Note Prompt.md","06-23 at 15_51 — The Cross as Center_ Paideia, Lament, and the Graduation of Miracles.md","PLAUD-Meditations-Corpus/PLAUD Meditations/June/06-23 at 15_51 — The Cross as Center_ Paideia, Lament, and the Graduation of Miracles.md",MED-0272,meditation,2026-06-23,V,06-23 — Where Is Your Faith_ The Testimony of Commissioned Works — Brother Samuel's Testimony,06-23 — Where Is Your Faith_ The Testimony of Commissioned Works — Brother Samuel's Testimony-Public Spoken Word — PLAUD Note Prompt.md,06-23 — Where Is Your Faith_ The Testimony of Commissioned Works — Brother Samuel's Testimony.md,,Personal Space/memo/PLAUD Meditations/June/06-23 — Where Is Your Faith_ The Testimony of Commissioned Works — Brother Samuel's Testimony-Public Spoken Word — PLAUD Note Prompt.md,ok
MED-0268,meditation,2026-06-23,V,"06-23 at 15_51 — The Cross as Center_ Paideia, Lament, and the Graduation of Miracles","06-23 at 15_51 — The Cross as Center_ Paideia, Lament, and the Graduation of Miracles-Public Spoken Word — PLAUD Note Prompt.md","06-23 at 15_51 — The Cross as Center_ Paideia, Lament, and the Graduation of Miracles.md","PLAUD-Meditations-Corpus/PLAUD Meditations/June/06-23 at 15_51 — The Cross as Center_ Paideia, Lament, and the Graduation of Miracles.md",MED-0445,meditation,2026-08-30,VIII,08-30 Bible Study Reflection_ Filthy Garments and the Finished Work,08-30 Bible Study Reflection_ Filthy Garments and the Finished Work-PLAUD_Meditation.md,08-30 Bible Study Reflection_ Filthy Garments and the Finished Work-PLAUD_Meditation.md,,Personal Space/memo/PLAUD Meditations/August/08-30 Bible Study Reflection_ Filthy Garments and the Finished Work-PLAUD_Meditation.md,ok
MED-0268,meditation,2026-06-23,V,"06-23 at 15_51 — The Cross as Center_ Paideia, Lament, and the Graduation of Miracles","06-23 at 15_51 — The Cross as Center_ Paideia, Lament, and the Graduation of Miracles-Public Spoken Word — PLAUD Note Prompt.md","06-23 at 15_51 — The Cross as Center_ Paideia, Lament, and the Graduation of Miracles.md","PLAUD-Meditations-Corpus/PLAUD Meditations/June/06-23 at 15_51 — The Cross as Center_ Paideia, Lament, and the Graduation of Miracles.md",,unknown,,,Apr 4 · Torn Veil,"04-04 23_52 Personal Meditation_ The Torn Veil, the Midnight Walk, and the Backwards Theology of a God Who Moves Address-Summary.md","04-04 23_52 Personal Meditation_ The Torn Veil, the Midnight Walk, and the Backwards Theology of a God Who Moves Address-Summary.md",,"Personal Space/memo/PLAUD Meditations/April/04-04 23_52 Personal Meditation_ The Torn Veil, the Midnight Walk, and the Backwards Theology of a God Who Moves Address-Summary.md",unresolved
MED-0268,meditation,2026-06-23,V,"06-23 at 15_51 — The Cross as Center_ Paideia, Lament, and the Graduation of Miracles","06-23 at 15_51 — The Cross as Center_ Paideia, Lament, and the Graduation of Miracles-Public Spoken Word — PLAUD Note Prompt.md","06-23 at 15_51 — The Cross as Center_ Paideia, Lament, and the Graduation of Miracles.md","PLAUD-Meditations-Corpus/PLAUD Meditations/June/06-23 at 15_51 — The Cross as Center_ Paideia, Lament, and the Graduation of Miracles.md",MED-0073,meditation,2026-04-08,I,04-08 Theological Reflection_ Consecration of AI Tools and the High Priest Who Offered Himself,04-08 Theological Reflection_ Consecration of AI Tools and the High Priest Who Offered Himself-Summary.md,04-08 Theological Reflection_ Consecration of AI Tools and the High Priest Who Offered Himself-Summary.md,PLAUD-Meditations-Corpus/PLAUD Meditations/April/04-08 Theological Reflection_ Consecration of AI Tools and the High Priest Who Offered Himself-Summary.md,Personal Space/memo/PLAUD Meditations/April/04-08 Theological Reflection_ Consecration of AI Tools and the High Priest Who Offered Himself-Summary.md,ok
MED-0268,meditation,2026-06-23,V,"06-23 at 15_51 — The Cross as Center_ Paideia, Lament, and the Graduation of Miracles","06-23 at 15_51 — The Cross as Center_ Paideia, Lament, and the Graduation of Miracles-Public Spoken Word — PLAUD Note Prompt.md","06-23 at 15_51 — The Cross as Center_ Paideia, Lament, and the Graduation of Miracles.md","PLAUD-Meditations-Corpus/PLAUD Meditations/June/06-23 at 15_51 — The Cross as Center_ Paideia, Lament, and the Graduation of Miracles.md",MED-0277,meditation,2026-06-25,V,"06-25 Personal Meditation_ Paideia, Webhooks, and Kingdom Formation in Ordinary Life","06-25 Personal Meditation_ Paideia, Webhooks, and Kingdom Formation in Ordinary Life-Public Spoken Word — PLAUD Note Prompt.md","06-25 Personal Meditation_ Paideia, Webhooks, and Kingdom Formation in Ordinary Life.md",,"Personal Space/memo/PLAUD Meditations/June/06-25 Personal Meditation_ Paideia, Webhooks, and Kingdom Formation in Ordinary Life-Public Spoken Word — PLAUD Note Prompt.md",ok
MED-0268,meditation,2026-06-23,V,"06-23 at 15_51 — The Cross as Center_ Paideia, Lament, and the Graduation of Miracles","06-23 at 15_51 — The Cross as Center_ Paideia, Lament, and the Graduation of Miracles-Public Spoken Word — PLAUD Note Prompt.md","06-23 at 15_51 — The Cross as Center_ Paideia, Lament, and the Graduation of Miracles.md","PLAUD-Meditations-Corpus/PLAUD Meditations/June/06-23 at 15_51 — The Cross as Center_ Paideia, Lament, and the Graduation of Miracles.md",MED-0314,meditation,2026-07-03,V,"07-03 at 13_01 — Blessed Be the Name_ Sovereignty, Miscarriage, and the Posture of Morning Prayer","07-03 at 13_01 — Blessed Be the Name_ Sovereignty, Miscarriage, and the Posture of Morning Prayer-Public Spoken Word — PLAUD Note Prompt.md","07-03 at 13_01 — Blessed Be the Name_ Sovereignty, Miscarriage, and the Posture of Morning Prayer.md",,"Personal Space/memo/PLAUD Meditations/July/07-03 at 13_01 — Blessed Be the Name_ Sovereignty, Miscarriage, and the Posture of Morning Prayer-Public Spoken Word — PLAUD Note Prompt.md",ok
MED-0268,meditation,2026-06-23,V,"06-23 at 15_51 — The Cross as Center_ Paideia, Lament, and the Graduation of Miracles","06-23 at 15_51 — The Cross as Center_ Paideia, Lament, and the Graduation of Miracles-Public Spoken Word — PLAUD Note Prompt.md","06-23 at 15_51 — The Cross as Center_ Paideia, Lament, and the Graduation of Miracles.md","PLAUD-Meditations-Corpus/PLAUD Meditations/June/06-23 at 15_51 — The Cross as Center_ Paideia, Lament, and the Graduation of Miracles.md",MED-0444,meditation,2026-08-29,VIII,"08-29 at 20_23 — The Signpost, the Secret Place, and the Cup of the Father's Will","08-29 at 20_23 — The Signpost, the Secret Place, and the Cup of the Father's Will-Meditation.md","08-29 at 20_23 — The Signpost, the Secret Place, and the Cup of the Father's Will-Meditation.md",,"Personal Space/memo/PLAUD Meditations/August/08-29 at 20_23 — The Signpost, the Secret Place, and the Cup of the Father's Will-Meditation.md",ok
MED-0268,meditation,2026-06-23,V,"06-23 at 15_51 — The Cross as Center_ Paideia, Lament, and the Graduation of Miracles","06-23 at 15_51 — The Cross as Center_ Paideia, Lament, and the Graduation of Miracles-Public Spoken Word — PLAUD Note Prompt.md","06-23 at 15_51 — The Cross as Center_ Paideia, Lament, and the Graduation of Miracles.md","PLAUD-Meditations-Corpus/PLAUD Meditations/June/06-23 at 15_51 — The Cross as Center_ Paideia, Lament, and the Graduation of Miracles.md",,unknown,,,Jun 23 six-meditation day,.md,.md,,Personal Space/memo/PLAUD Meditations/June/.md,unresolved
MED-0268,meditation,2026-06-23,V,"06-23 at 15_51 — The Cross as Center_ Paideia, Lament, and the Graduation of Miracles","06-23 at 15_51 — The Cross as Center_ Paideia, Lament, and the Graduation of Miracles-Public Spoken Word — PLAUD Note Prompt.md","06-23 at 15_51 — The Cross as Center_ Paideia, Lament, and the Graduation of Miracles.md","PLAUD-Meditations-Corpus/PLAUD Meditations/June/06-23 at 15_51 — The Cross as Center_ Paideia, Lament, and the Graduation of Miracles.md",MED-0058,meditation,2026-04-03,I,"04-03 12_43 Personal Meditation_ The Contrite Heart, the Breaking, and the Proximity That Makes Prayer Strong","04-03 12_43 Personal Meditation_ The Contrite Heart, the Breaking, and the Proximity That Makes Prayer Strong-Summary.md","04-03 12_43 Personal Meditation_ The Contrite Heart, the Breaking, and the Proximity That Makes Prayer Strong-Summary.md","PLAUD-Meditations-Corpus/PLAUD Meditations/April/04-03 12_43 Personal Meditation_ The Contrite Heart, the Breaking, and the Proximity That Makes Prayer Strong-Summary.md","Personal Space/memo/PLAUD Meditations/April/04-03 12_43 Personal Meditation_ The Contrite Heart, the Breaking, and the Proximity That Makes Prayer Strong-Summary.md",ok
MED-0268,meditation,2026-06-23,V,"06-23 at 15_51 — The Cross as Center_ Paideia, Lament, and the Graduation of Miracles","06-23 at 15_51 — The Cross as Center_ Paideia, Lament, and the Graduation of Miracles-Public Spoken Word — PLAUD Note Prompt.md","06-23 at 15_51 — The Cross as Center_ Paideia, Lament, and the Graduation of Miracles.md","PLAUD-Meditations-Corpus/PLAUD Meditations/June/06-23 at 15_51 — The Cross as Center_ Paideia, Lament, and the Graduation of Miracles.md",TAB-V,stone_tablet,,V,"Stone Tablet V · Come Out of Her, My Children","Stone Tablet V -- Come Out of Her, My Children -- A Watchman's Testimony from the Sleeping Bride's Hour.md","Stone Tablet V -- Come Out of Her, My Children -- A Watchman's Testimony from the Sleeping Bride's Hour.md","PLAUD-Meditations-Corpus/Stone Tablets/Stone Tablet V -- Come Out of Her, My Children -- A Watchman's Testimony from the Sleeping Bride's Hour.md","Personal Space/memo/Stone Tablets/Stone Tablet V -- Come Out of Her, My Children -- A Watchman's Testimony from the Sleeping Bride's Hour.md",ok
MED-0268,meditation,2026-06-23,V,"06-23 at 15_51 — The Cross as Center_ Paideia, Lament, and the Graduation of Miracles","06-23 at 15_51 — The Cross as Center_ Paideia, Lament, and the Graduation of Miracles-Public Spoken Word — PLAUD Note Prompt.md","06-23 at 15_51 — The Cross as Center_ Paideia, Lament, and the Graduation of Miracles.md","PLAUD-Meditations-Corpus/PLAUD Meditations/June/06-23 at 15_51 — The Cross as Center_ Paideia, Lament, and the Graduation of Miracles.md",TAB-VIII,stone_tablet,,VIII,Stone Tablet VIII · Seed Register,Stone Tablet VIII -- Seed Register.md,Stone Tablet VIII -- Seed Register.md,PLAUD-Meditations-Corpus/Stone Tablets/Stone Tablet VIII -- Seed Register.md,Personal Space/memo/Stone Tablets/Stone Tablet VIII -- Seed Register.md,ok
MED-0268,meditation,2026-06-23,V,"06-23 at 15_51 — The Cross as Center_ Paideia, Lament, and the Graduation of Miracles","06-23 at 15_51 — The Cross as Center_ Paideia, Lament, and the Graduation of Miracles-Public Spoken Word — PLAUD Note Prompt.md","06-23 at 15_51 — The Cross as Center_ Paideia, Lament, and the Graduation of Miracles.md","PLAUD-Meditations-Corpus/PLAUD Meditations/June/06-23 at 15_51 — The Cross as Center_ Paideia, Lament, and the Graduation of Miracles.md",EXT-MASTER-TIMELINE,external,,,Master Transformation Timeline,Master_Transformation_Timeline.md,Master_Transformation_Timeline.md,,Personal Space/memo/Master_Transformation_Timeline.md,external
